age,sex,native-country,occupation,education-num,race,education,marital-status,workclass,relationship,hours-per-week,capital-gain,capital-loss,annual-income
0,Male,United-States,Other-service,1,White,Bachelors,Married-civ-spouse,Local-gov,Unmarried,1,0,0,<=50K
1,Male,United-States,Handlers-cleaners,0,Black,HS-grad,Divorced,Private,Own-child,1,0,0,<=50K
1,Male,United-States,Exec-managerial,0,White,HS-grad,Married-civ-spouse,Private,Husband,0,0,1,>50K
1,Male,United-States,Transport-moving,1,White,Bachelors,Married-civ-spouse,Self-emp-not-inc,Own-child,1,0,0,>50K
0,Male,United-States,Craft-repair,0,White,HS-grad,Married-civ-spouse,Local-gov,Wife,0,0,0,<=50K
0,Male,United-States,Adm-clerical,1,White,Bachelors,Never-married,Self-emp-not-inc,Husband,0,0,0,<=50K
1,Male,United-States,Prof-specialty,1,White,Bachelors,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
0,Male,United-States,Prof-specialty,0,White,HS-grad,Never-married,Self-emp-not-inc,Not-in-family,0,0,1,>50K
1,Male,United-States,Machine-op-inspct,0,White,HS-grad,Divorced,State-gov,Not-in-family,0,0,0,<=50K
0,Female,United-States,Sales,0,White,HS-grad,Divorced,Private,Husband,1,0,0,>50K
0,Female,United-States,Prof-specialty,1,White,Bachelors,Never-married,Private,Husband,1,0,0,>50K
0,Male,United-States,Craft-repair,0,White,Some-college,Divorced,Private,Not-in-family,1,0,0,<=50K
1,Male,United-States,Prof-specialty,0,White,HS-grad,Married-civ-spouse,Federal-gov,Husband,0,0,0,<=50K
0,Male,United-States,Craft-repair,1,White,Assoc-acdm,Married-civ-spouse,Private,Husband,0,0,1,>50K
1,Male,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Self-emp-not-inc,Unmarried,1,0,0,<=50K
0,Female,United-States,Transport-moving,0,White,HS-grad,Never-married,Private,Husband,1,0,0,<=50K
0,Male,United-States,Other-service,1,White,Bachelors,Married-civ-spouse,Private,Not-in-family,0,0,0,>50K
0,Female,United-States,Protective-serv,1,White,Bachelors,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Machine-op-inspct,0,White,Some-college,Never-married,Private,Husband,1,0,0,<=50K
1,Male,United-States,Prof-specialty,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Female,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Self-emp-inc,Husband,0,0,0,>50K
0,Male,United-States,Craft-repair,0,White,Some-college,Divorced,Private,Unmarried,1,0,0,<=50K
1,Male,United-States,Exec-managerial,1,White,Doctorate,Married-civ-spouse,Self-emp-not-inc,Not-in-family,1,0,1,>50K
0,Male,United-States,Adm-clerical,1,White,Assoc-acdm,Never-married,Private,Unmarried,1,0,0,<=50K
0,Male,United-States,Other-service,1,White,Bachelors,Never-married,Private,Husband,1,1,0,<=50K
1,Female,United-States,Protective-serv,0,White,Some-college,Divorced,Private,Not-in-family,0,0,0,<=50K
0,Male,United-States,Craft-repair,1,White,Bachelors,Never-married,Federal-gov,Husband,0,0,0,<=50K
1,Male,United-States,Craft-repair,1,White,Assoc-acdm,Married-civ-spouse,Federal-gov,Not-in-family,0,0,0,<=50K
1,Female,United-States,Other-service,0,White,12th,Divorced,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Tech-support,0,White,9th,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Craft-repair,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Female,United-States,Exec-managerial,1,White,Prof-school,Married-civ-spouse,Private,Not-in-family,1,0,0,<=50K
0,Male,United-States,Transport-moving,0,White,HS-grad,Divorced,Local-gov,Husband,0,0,0,<=50K
0,Female,United-States,Sales,0,White,Some-college,Never-married,Local-gov,Husband,0,0,0,<=50K
1,Male,United-States,Craft-repair,1,White,Bachelors,Married-civ-spouse,Self-emp-not-inc,Not-in-family,0,0,0,<=50K
0,Female,United-States,Prof-specialty,0,White,HS-grad,Never-married,Private,Husband,1,0,0,<=50K
0,Female,United-States,Transport-moving,1,White,Assoc-voc,Never-married,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Prof-specialty,0,White,Some-college,Divorced,Self-emp-not-inc,Husband,0,0,0,<=50K
1,Male,United-States,Adm-clerical,1,White,Masters,Married-civ-spouse,Self-emp-inc,Husband,1,0,1,>50K
0,Male,United-States,Exec-managerial,0,White,Some-college,Never-married,Private,Unmarried,0,0,0,<=50K
0,Male,United-States,Adm-clerical,1,White,Prof-school,Married-civ-spouse,Self-emp-inc,Wife,1,0,0,>50K
0,Female,United-States,Prof-specialty,0,White,HS-grad,Never-married,Private,Husband,0,0,0,>50K
0,Male,United-States,Transport-moving,0,White,HS-grad,Never-married,Private,Husband,0,0,0,<=50K
0,Female,United-States,Machine-op-inspct,1,White,Bachelors,Married-civ-spouse,Local-gov,Unmarried,0,0,0,<=50K
1,Male,United-States,Exec-managerial,1,White,Assoc-voc,Married-civ-spouse,Private,Husband,1,0,0,<=50K
1,Female,United-States,Handlers-cleaners,0,White,10th,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,HS-grad,Married-civ-spouse,Private,Unmarried,0,0,0,>50K
1,Male,United-States,Transport-moving,0,White,Some-college,Divorced,Private,Unmarried,1,0,0,>50K
1,Male,United-States,Tech-support,0,White,HS-grad,Married-civ-spouse,Private,Husband,0,0,0,>50K
1,Male,United-States,Transport-moving,0,White,Some-college,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Machine-op-inspct,0,White,HS-grad,Separated,Self-emp-not-inc,Husband,0,0,0,>50K
1,Male,United-States,Farming-fishing,0,White,HS-grad,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
0,Female,United-States,Adm-clerical,0,White,Some-college,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,HS-grad,Never-married,Private,Wife,0,1,0,>50K
0,Male,United-States,Other-service,1,White,Prof-school,Never-married,Private,Unmarried,1,0,0,<=50K
0,Male,United-States,Other-service,1,White,Bachelors,Never-married,Private,Husband,0,0,0,>50K
0,Male,United-States,Prof-specialty,0,White,10th,Never-married,Private,Wife,0,0,0,>50K
0,Female,United-States,Prof-specialty,0,White,HS-grad,Never-married,State-gov,Not-in-family,0,0,0,<=50K
0,Female,United-States,Farming-fishing,0,White,HS-grad,Married-civ-spouse,Private,Husband,0,0,0,>50K
1,Male,United-States,Exec-managerial,0,White,HS-grad,Married-civ-spouse,Private,Husband,0,0,0,<=50K
1,Male,Mexico,Farming-fishing,0,White,HS-grad,Divorced,Private,Not-in-family,0,0,0,<=50K
1,Female,United-States,Other-service,0,White,Some-college,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,9th,Never-married,Private,Unmarried,0,1,0,>50K
1,Male,United-States,Adm-clerical,0,White,HS-grad,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
1,Female,United-States,Protective-serv,0,White,10th,Married-civ-spouse,Private,Not-in-family,0,0,0,>50K
0,Female,United-States,Sales,0,Black,HS-grad,Never-married,Private,Husband,1,0,0,<=50K
0,Male,United-States,Craft-repair,0,Black,HS-grad,Married-civ-spouse,Private,Unmarried,0,0,0,>50K
0,Male,United-States,Tech-support,0,White,HS-grad,Never-married,Private,Husband,0,0,0,<=50K
1,Male,United-States,Transport-moving,0,White,HS-grad,Married-civ-spouse,Private,Husband,0,1,0,<=50K
0,Female,United-States,Craft-repair,1,White,Bachelors,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Handlers-cleaners,0,White,HS-grad,Married-civ-spouse,Private,Unmarried,1,0,0,<=50K
0,Male,United-States,Tech-support,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Craft-repair,1,White,Masters,Married-civ-spouse,Local-gov,Husband,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,HS-grad,Married-civ-spouse,Self-emp-not-inc,Husband,1,1,0,<=50K
0,Male,United-States,Sales,1,White,Bachelors,Never-married,Private,Husband,0,0,0,<=50K
1,Female,United-States,Farming-fishing,0,White,Some-college,Married-civ-spouse,Private,Unmarried,0,0,0,<=50K
1,Female,United-States,Prof-specialty,0,White,HS-grad,Married-civ-spouse,Private,Husband,0,0,0,<=50K
1,Male,United-States,Exec-managerial,1,White,Masters,Married-civ-spouse,Private,Husband,1,0,0,<=50K
1,Female,United-States,Machine-op-inspct,0,White,HS-grad,Married-spouse-absent,Private,Husband,0,0,0,<=50K
1,Male,United-States,Adm-clerical,0,White,Some-college,Married-civ-spouse,Self-emp-not-inc,Husband,1,0,1,<=50K
0,Male,United-States,Machine-op-inspct,1,White,Bachelors,Married-civ-spouse,Self-emp-inc,Husband,1,0,0,<=50K
1,Female,United-States,Sales,0,White,Some-college,Married-civ-spouse,Private,Unmarried,0,0,0,<=50K
1,Female,Mexico,Farming-fishing,0,White,12th,Married-civ-spouse,State-gov,Husband,1,0,0,<=50K
1,Male,United-States,Prof-specialty,0,Black,10th,Divorced,Private,Unmarried,0,0,0,<=50K
0,Male,United-States,Craft-repair,0,White,HS-grad,Never-married,Private,Husband,1,0,0,<=50K
1,Male,United-States,Craft-repair,1,White,Assoc-voc,Married-civ-spouse,Private,Other-relative,1,0,0,>50K
0,Female,United-States,Prof-specialty,0,White,Some-college,Never-married,Private,Not-in-family,1,0,0,<=50K
1,Male,United-States,Transport-moving,0,White,HS-grad,Divorced,Self-emp-inc,Husband,1,0,1,<=50K
1,Male,United-States,Tech-support,1,White,Masters,Married-civ-spouse,Private,Husband,0,1,0,<=50K
1,Male,United-States,Craft-repair,0,White,HS-grad,Divorced,Private,Unmarried,1,0,0,<=50K
0,Female,United-States,Exec-managerial,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Adm-clerical,1,White,Bachelors,Married-civ-spouse,Self-emp-not-inc,Unmarried,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,Black,HS-grad,Never-married,Private,Husband,1,0,0,<=50K
1,Female,United-States,Adm-clerical,0,White,HS-grad,Divorced,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Prof-specialty,1,White,Bachelors,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Male,United-States,Machine-op-inspct,0,White,HS-grad,Never-married,Private,Unmarried,0,0,0,<=50K
0,Female,Mexico,Other-service,0,White,Some-college,Never-married,Private,Husband,0,0,0,<=50K
1,Male,United-States,Craft-repair,1,White,Bachelors,Widowed,Self-emp-not-inc,Not-in-family,0,0,0,>50K
0,Male,United-States,Sales,1,White,Assoc-acdm,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Female,United-States,Sales,0,White,HS-grad,Never-married,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,1,0,0,<=50K
1,Male,United-States,Farming-fishing,1,Black,Masters,Married-civ-spouse,State-gov,Wife,0,1,0,>50K
1,Female,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Local-gov,Husband,0,0,0,<=50K
0,Male,United-States,Other-service,1,White,Assoc-acdm,Never-married,Private,Husband,0,0,0,<=50K
1,Female,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Private,Husband,1,0,0,>50K
1,Male,Mexico,Machine-op-inspct,0,White,1st-4th,Married-civ-spouse,Self-emp-not-inc,Not-in-family,0,0,0,>50K
1,Female,United-States,Adm-clerical,0,Black,10th,Married-civ-spouse,Private,Husband,1,0,0,<=50K
0,Male,United-States,Adm-clerical,1,White,Bachelors,Married-civ-spouse,State-gov,Own-child,0,0,0,>50K
1,Female,United-States,Adm-clerical,1,White,Bachelors,Widowed,Private,Husband,1,0,1,<=50K
1,Male,United-States,Handlers-cleaners,0,White,HS-grad,Never-married,Private,Husband,0,0,0,<=50K
0,Female,United-States,Adm-clerical,0,White,Some-college,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Male,United-States,Craft-repair,1,White,Bachelors,Never-married,Private,Not-in-family,0,0,0,>50K
1,Male,United-States,Adm-clerical,0,White,HS-grad,Separated,Private,Husband,0,0,0,<=50K
1,Male,United-States,Machine-op-inspct,1,White,Doctorate,Married-civ-spouse,Federal-gov,Wife,0,0,0,<=50K
1,Male,United-States,Transport-moving,0,Black,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,Some-college,Never-married,Private,Husband,0,0,0,>50K
0,Male,United-States,Craft-repair,0,White,Some-college,Never-married,Private,Husband,1,0,0,<=50K
1,Male,United-States,Adm-clerical,1,White,Bachelors,Married-civ-spouse,Private,Unmarried,0,0,1,<=50K
0,Male,United-States,Prof-specialty,0,White,HS-grad,Married-civ-spouse,Self-emp-inc,Husband,1,1,0,<=50K
1,Male,United-States,Sales,0,White,Some-college,Divorced,Self-emp-not-inc,Not-in-family,0,0,0,>50K
0,Female,United-States,Sales,0,White,HS-grad,Never-married,Private,Not-in-family,0,0,0,<=50K
0,Male,United-States,Exec-managerial,1,White,Assoc-voc,Divorced,Private,Husband,1,1,0,>50K
0,Male,United-States,Prof-specialty,1,White,Masters,Never-married,Private,Unmarried,0,0,0,>50K
1,Female,United-States,Transport-moving,0,White,HS-grad,Widowed,Private,Other-relative,0,0,0,<=50K
1,Male,United-States,Sales,1,White,Bachelors,Divorced,Private,Husband,1,0,0,<=50K
1,Female,United-States,Exec-managerial,0,Black,HS-grad,Married-civ-spouse,Self-emp-not-inc,Husband,1,1,0,<=50K
1,Female,United-States,Transport-moving,0,White,HS-grad,Married-civ-spouse,Private,Own-child,1,0,0,<=50K
1,Female,United-States,Farming-fishing,0,White,Some-college,Married-civ-spouse,Private,Husband,0,0,0,<=50K
1,Male,United-States,Transport-moving,0,White,HS-grad,Never-married,Private,Husband,0,0,0,<=50K
1,Male,United-States,Sales,0,Black,HS-grad,Married-civ-spouse,Private,Husband,1,0,1,<=50K
0,Male,United-States,Farming-fishing,0,White,HS-grad,Never-married,Private,Husband,1,0,0,<=50K
1,Male,United-States,Machine-op-inspct,0,White,Some-college,Never-married,Private,Husband,0,0,0,<=50K
1,Male,United-States,Other-service,0,White,HS-grad,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Prof-specialty,1,White,Bachelors,Never-married,Private,Not-in-family,0,0,0,<=50K
0,Male,Mexico,Handlers-cleaners,0,Other,Some-college,Never-married,Private,Husband,0,0,0,<=50K
0,Male,United-States,Prof-specialty,0,White,HS-grad,Never-married,Private,Own-child,0,0,0,<=50K
0,Female,United-States,Exec-managerial,0,White,11th,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Male,United-States,Sales,1,White,Assoc-acdm,Never-married,Private,Husband,1,0,0,>50K
1,Male,United-States,Sales,0,White,Some-college,Married-civ-spouse,Private,Unmarried,1,0,0,<=50K
1,Male,United-States,Sales,0,White,HS-grad,Divorced,Private,Husband,1,0,0,<=50K
0,Female,United-States,Other-service,1,White,Masters,Married-civ-spouse,Private,Husband,0,0,0,>50K
0,Male,United-States,Sales,1,White,Bachelors,Married-civ-spouse,Self-emp-inc,Husband,1,0,1,>50K
0,Female,United-States,Exec-managerial,1,White,Bachelors,Divorced,Private,Husband,1,0,0,<=50K
1,Male,United-States,Craft-repair,0,White,HS-grad,Separated,Private,Husband,0,0,0,<=50K
0,Male,United-States,Prof-specialty,0,White,Some-college,Divorced,Private,Husband,0,1,0,>50K
0,Male,United-States,Transport-moving,0,Black,HS-grad,Never-married,State-gov,Wife,0,0,0,>50K
1,Female,United-States,Protective-serv,1,White,Bachelors,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Male,United-States,Handlers-cleaners,0,White,HS-grad,Married-spouse-absent,Private,Husband,0,0,0,<=50K
0,Male,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Private,Unmarried,1,0,0,<=50K
1,Female,United-States,Prof-specialty,0,White,HS-grad,Widowed,Private,Not-in-family,1,0,0,<=50K
1,Female,United-States,Exec-managerial,1,White,Bachelors,Never-married,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Transport-moving,0,White,11th,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Exec-managerial,1,White,Bachelors,Married-civ-spouse,State-gov,Husband,0,0,0,<=50K
1,Male,United-States,Adm-clerical,0,White,HS-grad,Separated,Private,Not-in-family,1,0,0,<=50K
1,Female,United-States,Machine-op-inspct,0,White,HS-grad,Divorced,Private,Husband,0,0,0,<=50K
1,Male,United-States,Exec-managerial,1,White,Prof-school,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,11th,Never-married,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Exec-managerial,1,White,Bachelors,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Adm-clerical,1,White,Doctorate,Married-civ-spouse,Private,Not-in-family,0,0,0,>50K
0,Male,United-States,Adm-clerical,0,Black,HS-grad,Never-married,Private,Wife,1,0,0,<=50K
0,Female,United-States,Sales,0,White,HS-grad,Never-married,Private,Own-child,0,0,0,>50K
0,Male,United-States,Other-service,1,White,Masters,Married-civ-spouse,Private,Husband,1,0,0,<=50K
1,Male,United-States,Craft-repair,0,White,Some-college,Divorced,Self-emp-not-inc,Own-child,1,0,0,<=50K
0,Male,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Private,Unmarried,0,0,0,>50K
1,Male,United-States,Other-service,0,Black,Some-college,Married-civ-spouse,Private,Unmarried,0,0,0,<=50K
1,Male,United-States,Handlers-cleaners,0,White,Some-college,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
0,Male,United-States,Handlers-cleaners,0,White,HS-grad,Married-civ-spouse,Self-emp-not-inc,Own-child,1,0,0,<=50K
0,Male,United-States,Machine-op-inspct,0,White,9th,Never-married,Private,Husband,0,0,0,<=50K
0,Male,United-States,Other-service,0,White,Some-college,Never-married,Private,Husband,1,0,0,>50K
1,Male,United-States,Sales,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Female,United-States,Protective-serv,0,White,Some-college,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Adm-clerical,1,White,Bachelors,Married-civ-spouse,Private,Not-in-family,1,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,Some-college,Never-married,Private,Husband,0,0,0,>50K
0,Female,United-States,Handlers-cleaners,0,White,Some-college,Never-married,Private,Own-child,0,0,0,<=50K
1,Female,United-States,Protective-serv,1,Black,Assoc-voc,Married-civ-spouse,Self-emp-not-inc,Own-child,0,0,0,<=50K
0,Male,United-States,Craft-repair,0,White,HS-grad,Separated,State-gov,Not-in-family,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,HS-grad,Never-married,Private,Husband,0,0,0,>50K
1,Male,United-States,Exec-managerial,0,White,7th-8th,Divorced,Private,Husband,1,0,0,<=50K
1,Male,United-States,Exec-managerial,1,White,Masters,Never-married,Private,Not-in-family,1,0,0,>50K
0,Male,United-States,Tech-support,0,White,HS-grad,Never-married,Private,Unmarried,0,0,0,<=50K
0,Male,United-States,Prof-specialty,1,White,Masters,Married-civ-spouse,Self-emp-not-inc,Not-in-family,0,0,0,<=50K
0,Male,United-States,Other-service,0,White,Some-college,Never-married,Private,Not-in-family,0,0,0,>50K
1,Male,United-States,Sales,0,White,Some-college,Married-civ-spouse,State-gov,Husband,1,1,0,>50K
1,Male,United-States,Craft-repair,0,Black,9th,Never-married,Self-emp-not-inc,Husband,0,1,0,>50K
0,Male,United-States,Exec-managerial,0,White,HS-grad,Married-civ-spouse,Federal-gov,Not-in-family,0,1,0,<=50K
0,Male,United-States,Exec-managerial,1,White,Assoc-acdm,Never-married,Private,Husband,0,0,0,<=50K
0,Male,United-States,Adm-clerical,0,White,Some-college,Never-married,Private,Not-in-family,0,0,0,>50K
0,Male,United-States,Prof-specialty,0,Black,10th,Never-married,Self-emp-not-inc,Not-in-family,1,0,0,<=50K
1,Male,United-States,Adm-clerical,1,White,Assoc-acdm,Married-civ-spouse,Private,Husband,0,1,0,>50K
0,Male,United-States,Adm-clerical,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,>50K
0,Male,United-States,Other-service,1,White,Bachelors,Never-married,State-gov,Husband,1,0,0,<=50K
1,Female,United-States,Exec-managerial,1,White,Prof-school,Married-civ-spouse,Self-emp-not-inc,Husband,0,0,0,<=50K
1,Male,United-States,Sales,1,White,Bachelors,Divorced,Self-emp-not-inc,Husband,0,0,0,<=50K
1,Female,United-States,Other-service,0,White,HS-grad,Never-married,Private,Not-in-family,0,0,0,>50K
0,Male,United-States,Sales,0,Black,HS-grad,Married-civ-spouse,Private,Husband,1,0,0,<=50K
0,Female,United-States,Machine-op-inspct,0,White,HS-grad,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Sales,1,White,Bachelors,Married-civ-spouse,Self-emp-inc,Not-in-family,1,0,0,<=50K
1,Male,United-States,Tech-support,0,White,HS-grad,Married-civ-spouse,Private,Own-child,1,0,0,<=50K
1,Male,United-States,Exec-managerial,1,White,Bachelors,Divorced,Private,Husband,0,1,0,>50K
1,Male,United-States,Exec-managerial,1,White,Bachelors,Never-married,Private,Husband,0,1,0,>50K
1,Male,United-States,Other-service,1,White,Doctorate,Married-civ-spouse,Private,Unmarried,0,0,0,<=50K
1,Male,United-States,Adm-clerical,0,White,Some-college,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Other-service,1,White,Bachelors,Divorced,Private,Husband,0,0,0,<=50K
1,Female,United-States,Craft-repair,0,White,HS-grad,Married-civ-spouse,Local-gov,Unmarried,0,0,0,<=50K
0,Male,United-States,Craft-repair,0,White,12th,Never-married,Private,Unmarried,0,0,0,<=50K
1,Female,United-States,Other-service,1,White,Masters,Never-married,Private,Wife,1,0,0,<=50K
0,Male,United-States,Other-service,1,White,Bachelors,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Machine-op-inspct,1,White,Masters,Divorced,Private,Unmarried,1,0,0,<=50K
0,Female,United-States,Exec-managerial,0,White,Some-college,Never-married,Private,Own-child,0,0,0,<=50K
0,Female,United-States,Prof-specialty,0,Black,HS-grad,Married-civ-spouse,Private,Wife,0,0,0,<=50K
1,Male,United-States,Prof-specialty,1,White,Bachelors,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Male,United-States,Machine-op-inspct,0,Black,Some-college,Never-married,Private,Not-in-family,0,0,1,>50K
0,Female,United-States,Tech-support,1,White,Masters,Never-married,Local-gov,Husband,1,0,0,<=50K
1,Male,United-States,Adm-clerical,0,White,Some-college,Married-civ-spouse,Private,Not-in-family,0,0,0,>50K
0,Female,United-States,Craft-repair,0,White,HS-grad,Married-civ-spouse,Self-emp-inc,Husband,0,0,0,<=50K
1,Female,United-States,Handlers-cleaners,1,White,Bachelors,Divorced,Self-emp-inc,Not-in-family,1,0,0,<=50K
0,Male,United-States,Other-service,1,White,Bachelors,Never-married,Federal-gov,Husband,0,0,0,<=50K
0,Male,United-States,Machine-op-inspct,0,Black,Some-college,Never-married,State-gov,Not-in-family,0,0,0,>50K
0,Female,United-States,Transport-moving,0,White,Some-college,Married-civ-spouse,Private,Not-in-family,0,0,0,>50K
1,Female,United-States,Craft-repair,0,White,HS-grad,Never-married,Private,Not-in-family,1,0,0,<=50K
1,Female,United-States,Transport-moving,0,White,HS-grad,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Exec-managerial,1,White,Bachelors,Never-married,Private,Own-child,0,0,0,<=50K
0,Female,United-States,Adm-clerical,1,White,Assoc-voc,Married-civ-spouse,Self-emp-inc,Not-in-family,1,0,0,<=50K
1,Female,United-States,Tech-support,1,White,Bachelors,Divorced,Private,Husband,0,0,0,<=50K
0,Male,United-States,Adm-clerical,1,White,Bachelors,Married-civ-spouse,Private,Not-in-family,0,0,1,<=50K
0,Male,United-States,Sales,1,White,Masters,Married-civ-spouse,Private,Husband,0,0,0,<=50K
1,Male,United-States,Protective-serv,0,White,HS-grad,Married-civ-spouse,Self-emp-not-inc,Husband,0,0,0,>50K
1,Male,United-States,Other-service,1,White,Bachelors,Married-civ-spouse,Private,Husband,0,0,0,<=50K
0,Female,United-States,Prof-specialty,1,Black,Assoc-voc,Never-married,Private,Not-in-family,0,1,0,<=50K
0,Female,United-States,Exec-managerial,0,Black,HS-grad,Never-married,Private,Not-in-family,1,0,0,<=50K
1,Male,United-States,Transport-moving,0,White,11th,Married-civ-spouse,Private,Husband,0,0,0,<=50K
1,Male,United-States,Tech-support,0,White,Some-college,Married-civ-spouse,Private,Husband,1,1,0,<=50K
1,Male,United-States,Exec-managerial,0,White,Some-college,Married-civ-spouse,Private,Husband,0,0,0,<=50K
1,Female,United-States,Exec-managerial,0,Black,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
0,Female,United-States,Machine-op-inspct,1,White,Assoc-voc,Never-married,Private,Unmarried,0,0,0,<=50K
1,Female,United-States,Adm-clerical,0,White,HS-grad,Married-civ-spouse,Private,Unmarried,1,0,0,<=50K
0,Female,United-States,Exec-managerial,1,White,Masters,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Prof-specialty,1,White,Masters,Never-married,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Other-service,0,White,Some-college,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Transport-moving,0,White,HS-grad,Married-civ-spouse,Private,Husband,0,0,0,<=50K
1,Male,United-States,Sales,0,Black,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,1,<=50K
0,Female,United-States,Other-service,0,White,11th,Never-married,Private,Own-child,0,0,0,<=50K
1,Female,United-States,Adm-clerical,1,White,Masters,Married-civ-spouse,Private,Wife,1,0,0,<=50K
0,Male,United-States,Exec-managerial,0,White,Some-college,Never-married,Private,Not-in-family,0,0,0,<=50K
1,Female,United-States,Farming-fishing,0,White,HS-grad,Married-civ-spouse,Private,Unmarried,0,1,0,<=50K
1,Male,United-States,Tech-support,0,White,Some-college,Never-married,Private,Not-in-family,1,0,0,<=50K
1,Male,United-States,Exec-managerial,0,White,HS-grad,Married-civ-spouse,Private,Husband,0,0,0,<=50K
1,Female,United-States,Farming-fishing,1,Black,Bachelors,Married-civ-spouse,State-gov,Unmarried,0,0,0,<=50K
0,Male,United-States,Handlers-cleaners,0,White,HS-grad,Divorced,Private,Own-child,0,0,0,<=50K
1,Male,United-States,Adm-clerical,0,White,HS-grad,Married-civ-spouse,Private,Not-in-family,0,0,0,<=50K
1,Male,United-States,Handlers-cleaners,0,White,Some-college,Divorced,Local-gov,Husband,0,0,0,<=50K
0,Male,United-States,Exec-managerial,1,White,Masters,Married-civ-spouse,Private,Other-relative,1,1,0,>50K
1,Female,United-States,Craft-repair,0,White,HS-grad,Married-civ-spouse,Local-gov,Husband,0,0,0,>50K
0,Male,Mexico,Handlers-cleaners,0,White,HS-grad,Never-married,Private,Husband,0,0,0,<=50K
1,Male,United-States,Handlers-cleaners,1,White,Bachelors,Married-civ-spouse,Self-emp-inc,Husband,1,0,0,<=50K
0,Male,United-States,Sales,0,White,11th,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
0,Male,United-States,Sales,0,White,Some-college,Never-married,Private,Unmarried,1,0,0,<=50K
0,Female,United-States,Exec-managerial,1,White,Bachelors,Married-civ-spouse,Private,Own-child,0,0,0,<=50K
