age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,annual-income
0,Private,Bachelors,1,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,1,Cambodia,<=50K
1,Private,Some-college,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,5th-6th,0,Married-civ-spouse,Other-service,Husband,Other,Male,1,0,0,Mexico,<=50K
0,Private,HS-grad,0,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Sales,Not-in-family,White,Female,0,1,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Local-gov,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Local-gov,11th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,0,El-Salvador,<=50K
1,Federal-gov,Bachelors,1,Divorced,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,10th,0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,Assoc-acdm,1,Never-married,Exec-managerial,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
1,Federal-gov,HS-grad,0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K
1,Federal-gov,Some-college,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
1,State-gov,Masters,1,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,0,United-States,<=50K
1,Federal-gov,Bachelors,1,Divorced,Prof-specialty,Unmarried,White,Male,0,0,0,United-States,<=50K
1,Private,11th,0,Widowed,Farming-fishing,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Prof-school,1,Divorced,Prof-specialty,Own-child,White,Female,1,0,1,United-States,<=50K
0,Private,11th,0,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Not-in-family,White,Male,1,0,1,United-States,<=50K
1,Private,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,Assoc-voc,1,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,Assoc-voc,1,Never-married,Craft-repair,Not-in-family,White,Female,0,0,0,Portugal,<=50K
1,Private,HS-grad,0,Divorced,Craft-repair,Not-in-family,White,Male,0,1,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
0,Self-emp-inc,Assoc-voc,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,10th,0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,0,Columbia,<=50K
1,Private,Masters,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
0,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Assoc-voc,1,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Self-emp-not-inc,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
1,Private,Some-college,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Sales,Wife,White,Female,0,0,1,United-States,<=50K
1,Self-emp-not-inc,Some-college,0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,0,United-States,<=50K
0,State-gov,HS-grad,0,Never-married,Sales,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,11th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
0,Self-emp-inc,Bachelors,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,South,<=50K
1,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,1,United-States,<=50K
0,Private,Bachelors,1,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,State-gov,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
0,Federal-gov,Some-college,0,Never-married,Adm-clerical,Unmarried,Black,Female,1,0,0,United-States,<=50K
0,Private,7th-8th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,11th,0,Separated,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,<=50K
0,Private,11th,0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Separated,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Divorced,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
1,Self-emp-inc,HS-grad,0,Widowed,Exec-managerial,Not-in-family,White,Female,1,0,0,United-States,>50K
1,Private,HS-grad,0,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,0,United-States,>50K
0,Private,HS-grad,0,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K
1,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Not-in-family,White,Male,0,1,0,United-States,<=50K
1,State-gov,Some-college,0,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,0,0,Haiti,<=50K
1,Self-emp-not-inc,Masters,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,>50K
1,Private,Bachelors,1,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Separated,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
0,Private,11th,0,Never-married,Farming-fishing,Other-relative,White,Female,0,0,0,Puerto-Rico,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1,0,United-States,>50K
1,Private,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,State-gov,HS-grad,0,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,0,United-States,<=50K
1,Self-emp-inc,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,1,0,0,United-States,>50K
0,Federal-gov,Masters,1,Never-married,Exec-managerial,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
1,Private,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
0,Private,11th,0,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Not-in-family,White,Female,0,1,0,United-States,<=50K
0,Private,Doctorate,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Divorced,Adm-clerical,Unmarried,White,Female,0,1,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Divorced,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
0,Local-gov,Assoc-acdm,1,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Local-gov,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,>50K
0,State-gov,Some-college,0,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,Local-gov,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Bachelors,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Some-college,0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Federal-gov,Bachelors,1,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,1,0,0,Philippines,>50K
1,Private,HS-grad,0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,0,United-States,<=50K
1,Self-emp-inc,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,Some-college,0,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
1,Private,Some-college,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Craft-repair,Own-child,Black,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0,India,<=50K
1,State-gov,10th,0,Never-married,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
1,Self-emp-inc,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,1,United-States,>50K
1,Private,HS-grad,0,Divorced,Craft-repair,Other-relative,White,Male,0,0,0,United-States,<=50K
0,Private,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,1,United-States,>50K
1,Local-gov,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
1,Private,11th,0,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Tech-support,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,1,Japan,>50K
0,Private,Bachelors,1,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,State-gov,HS-grad,0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Tech-support,Not-in-family,Other,Female,0,0,0,United-States,<=50K
0,Private,10th,0,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,1,0,1,Poland,<=50K
0,State-gov,12th,0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,Assoc-voc,1,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,<=50K
1,State-gov,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,0,United-States,<=50K
1,State-gov,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
1,Local-gov,Masters,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,1,United-States,>50K
1,Local-gov,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,0,United-States,<=50K
1,State-gov,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,1,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,0,Ecuador,<=50K
0,Private,Bachelors,1,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,9th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Federal-gov,HS-grad,0,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Divorced,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,1,United-States,>50K
1,Self-emp-inc,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,1,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,>50K
0,Self-emp-inc,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,1,United-States,<=50K
1,Local-gov,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Transport-moving,Unmarried,Black,Male,0,0,1,United-States,<=50K
1,Local-gov,Some-college,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,>50K
1,Private,7th-8th,0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Craft-repair,Not-in-family,White,Male,0,1,0,United-States,<=50K
1,Private,HS-grad,0,Widowed,Other-service,Unmarried,White,Female,0,0,0,England,<=50K
0,Private,Bachelors,1,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,1,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Some-college,0,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,>50K
0,State-gov,Some-college,0,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
0,State-gov,Masters,1,Divorced,Prof-specialty,Unmarried,White,Male,1,0,0,United-States,<=50K
1,Self-emp-inc,9th,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
1,Local-gov,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,Masters,1,Never-married,Exec-managerial,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Divorced,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
1,Local-gov,Some-college,0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,State-gov,Doctorate,1,Divorced,Prof-specialty,Unmarried,White,Male,1,0,1,United-States,>50K
0,Private,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,Local-gov,Bachelors,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Bachelors,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,Ireland,>50K
0,Private,HS-grad,0,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Local-gov,Some-college,0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Married-spouse-absent,Transport-moving,Not-in-family,Other,Male,0,0,1,India,<=50K
1,Federal-gov,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,0,United-States,>50K
1,Self-emp-not-inc,1st-4th,0,Widowed,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
0,Private,10th,0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,10th,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
0,Local-gov,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,>50K
1,Local-gov,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-acdm,1,Separated,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,State-gov,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
1,Self-emp-not-inc,Masters,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,Canada,>50K
1,Private,Some-college,0,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,0,United-States,>50K
1,Local-gov,Masters,1,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-voc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,>50K
1,Private,12th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,State-gov,Some-college,0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Separated,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Machine-op-inspct,Unmarried,White,Male,1,0,0,United-States,<=50K
1,State-gov,10th,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Tech-support,Husband,White,Male,1,0,0,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Separated,Adm-clerical,Unmarried,White,Female,1,0,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,1st-4th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Mexico,<=50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
1,Private,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
1,Private,10th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Masters,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-voc,1,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,7th-8th,0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Separated,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,>50K
1,Private,Assoc-acdm,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Federal-gov,Some-college,0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Federal-gov,Some-college,0,Divorced,Protective-serv,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,England,<=50K
1,Self-emp-inc,Some-college,0,Widowed,Sales,Not-in-family,White,Female,0,0,0,United-States,>50K
1,Private,Some-college,0,Divorced,Tech-support,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,Columbia,<=50K
1,Private,Some-college,0,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
1,Local-gov,Assoc-acdm,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,>50K
1,Private,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,12th,0,Divorced,Protective-serv,Own-child,White,Male,0,0,1,Mexico,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Divorced,Other-service,Unmarried,White,Female,0,1,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Craft-repair,Unmarried,White,Male,1,0,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,1,United-States,>50K
1,Private,5th-6th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,Local-gov,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,>50K
1,Private,HS-grad,0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,Assoc-voc,1,Never-married,Sales,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,>50K
0,Self-emp-not-inc,Some-college,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
